timestamp,date,interval_start,interval_end,evaluation,price_yuan_per_kwh,predicted_load_kwh,predicted_pv_kwh,safety_margin_kwh,load_kwh,pv_kwh,purchase_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_start_kwh,soc_end_kwh,plan_cost_yuan,emergency_cost_yuan,solver_status,planner_fallback,dispatch_fallback,load_model,pv_model
2025-02-01 00:00:00,2025-02-01,00:00,00:10,True,0.4248,449.518425,0.0,6.53751666666674,422.0303666666667,0.0,1289.3892750000002,833.3333333333333,0.0,0.0,34.025575000000345,1200.0,1950.0,547.7325640200002,0.0,Optimal,False,False,2,2
2025-02-01 00:10:00,2025-02-01,00:10,00:20,True,0.4245,453.3549916666667,0.0,11.488206666666729,415.4073166666667,0.0,1298.1765316666667,833.3333333333333,0.0,0.0,49.43588166666677,1950.0,2700.0,551.0759376925,0.0,Optimal,False,False,2,2
2025-02-01 00:20:00,2025-02-01,00:20,00:30,True,0.4269,459.645,0.0,29.653500000000008,410.7166666666667,0.0,1322.6318333333334,833.3333333333333,0.0,0.0,78.5818333333334,2700.0,3450.0,564.6315296500001,0.0,Optimal,False,False,2,2
2025-02-01 00:30:00,2025-02-01,00:30,00:40,True,0.4272,453.1444916666667,0.0,39.54716000000001,430.29479999999995,0.0,1326.024985,833.3333333333333,0.0,0.0,62.39685166666686,3450.0,4200.0,566.477873592,0.0,Optimal,False,False,2,2
2025-02-01 00:40:00,2025-02-01,00:40,00:50,True,0.4271,462.8694333333334,0.0,41.345193333333334,424.4105833333333,0.0,1337.5479599999999,833.3333333333333,0.0,0.0,79.80404333333331,4200.0,4950.0,571.266733716,0.0,Optimal,False,False,2,2
2025-02-01 00:50:00,2025-02-01,00:50,01:00,True,0.4285,463.35833333333335,0.0,38.27333333333327,406.0516666666667,0.0,1334.965,833.3333333333333,0.0,0.0,95.57999999999993,4950.0,5700.0,572.0325025,0.0,Optimal,False,False,2,2
2025-02-01 01:00:00,2025-02-01,01:00,01:10,True,0.4311,487.7711833333333,0.0,26.11534333333341,436.7501833333333,0.0,1180.5531933333332,743.8030100000004,0.0,5.684341886080801e-13,0.0,5700.0,6369.422709,508.9364816459999,1.2252598935447167e-12,Optimal,False,False,2,2
2025-02-01 01:10:00,2025-02-01,01:10,01:20,True,0.4302,489.62744166666664,0.0,31.43832,451.7976833333333,0.0,1354.3990949999998,833.3333333333333,0.0,0.0,69.26807833333328,6369.422709,7119.422709,582.6624906689999,0.0,Optimal,False,False,2,2
2025-02-01 01:20:00,2025-02-01,01:20,01:30,True,0.4279,463.7366666666667,0.0,41.396666666666654,446.08,0.0,1338.4666666666667,833.3333333333333,0.0,0.0,59.05333333333351,7119.422709,7869.422709,572.7298866666666,0.0,Optimal,False,False,2,2
2025-02-01 01:30:00,2025-02-01,01:30,01:40,True,0.4312,487.1806416666667,0.0,29.360833333333346,471.7663333333333,0.0,516.541475,44.77514166666676,0.0,7.815970093361102e-14,0.0,7869.422709,7909.7203365000005,222.73268402000002,1.6851231521286537e-13,Optimal,False,False,2,2
2025-02-01 01:40:00,2025-02-01,01:40,01:50,True,0.4333,500.54769166666665,0.0,21.317133333333437,448.02596666666665,0.0,521.8648250000001,73.83885833333301,0.0,0.0,4.547473508864641e-13,7909.7203365000005,7976.175309,226.12402867250006,0.0,Optimal,False,False,2,2
2025-02-01 01:50:00,2025-02-01,01:50,02:00,True,0.4311,502.0375,0.0,38.069666666666606,397.40333333333336,0.0,1373.4405,833.3333333333333,0.0,0.0,142.70383333333325,7976.175309,8726.175309,592.09019955,0.0,Optimal,False,False,2,2
2025-02-01 02:00:00,2025-02-01,02:00,02:10,True,0.4293,497.5202916666667,0.0,11.790640000000032,434.0906333333333,0.0,1342.644265,833.3333333333333,0.0,0.0,75.2202983333334,8726.175309,9476.175309,576.3971829645,0.0,Optimal,False,False,2,2
2025-02-01 02:10:00,2025-02-01,02:10,02:20,True,0.4324,504.83970833333336,0.0,20.369560000000003,490.5609166666666,0.0,525.2092683333334,34.6483516666659,0.0,0.0,8.668621376273222e-13,9476.175309,9507.3588255,227.10048762733337,0.0,Optimal,False,False,2,2
2025-02-01 02:20:00,2025-02-01,02:20,02:30,True,0.4367,506.79583333333335,0.0,30.716666666666633,503.22,0.0,537.5124999999999,34.29250000000037,0.0,4.689582056016661e-13,0.0,9507.3588255,9538.2220755,234.73170874999997,1.023970241931238e-12,Optimal,False,False,2,2
2025-02-01 02:30:00,2025-02-01,02:30,02:40,True,0.4348,507.88863333333336,0.0,16.361929999999973,474.0728166666667,0.0,524.2505633333333,50.177746666666074,0.0,0.0,4.902744876744691e-13,9538.2220755,9583.3820475,227.9441449373333,0.0,Optimal,False,False,2,2
2025-02-01 02:40:00,2025-02-01,02:40,02:50,True,0.4335,510.09543333333335,0.0,43.2683466666667,461.38439999999997,0.0,553.36378,91.97937999999947,0.0,0.0,5.826450433232822e-13,9583.3820475,9666.163489499999,239.88319863,0.0,Optimal,False,False,2,2
2025-02-01 02:50:00,2025-02-01,02:50,03:00,True,0.4357,517.3358333333333,0.0,38.79133333333335,476.94166666666666,0.0,556.1271666666667,79.18549999999918,0.0,0.0,8.100187187665142e-13,9666.163489499999,9737.430439499998,242.30460651666664,0.0,Optimal,False,False,2,2
2025-02-01 03:00:00,2025-02-01,03:00,03:10,True,0.4374,519.8507166666666,0.0,25.786516666666675,483.39955000000003,0.0,545.6372333333333,62.237683333332825,0.0,0.0,3.979039320256561e-13,9737.430439499998,9793.444354499998,238.66172585999996,0.0,Optimal,False,False,2,2
2025-02-01 03:10:00,2025-02-01,03:10,03:20,True,0.4371,524.2876166666667,0.0,19.465150000000047,486.6019166666667,0.0,543.7527666666667,57.15085000000019,0.0,1.4210854715202004e-13,0.0,9793.444354499998,9844.880119499998,237.67433431000003,3.1057822980073975e-13,Optimal,False,False,2,2
2025-02-01 03:20:00,2025-02-01,03:20,03:30,True,0.4356,524.6241666666667,0.0,24.716666666666608,498.84833333333336,0.0,549.3408333333333,50.49250000000029,0.0,3.410605131648481e-13,0.0,9844.880119499998,9890.323369499998,239.29286699999997,7.428297976730391e-13,Optimal,False,False,2,2
2025-02-01 03:30:00,2025-02-01,03:30,03:40,True,0.4353,514.4537333333333,0.0,16.29760000000013,518.3097333333334,0.0,530.7513333333334,12.441599999999905,0.0,0.0,8.881784197001252e-14,9890.323369499998,9901.520809499998,231.03605540000004,0.0,Optimal,False,False,2,2
2025-02-01 03:40:00,2025-02-01,03:40,03:50,True,0.436,523.6317666666666,0.0,18.809836666666595,509.13346666666666,0.0,542.4416033333332,33.30813666666573,0.0,0.0,8.100187187665142e-13,9901.520809499998,9931.498132499997,236.50453905333327,0.0,Optimal,False,False,2,2
2025-02-01 03:50:00,2025-02-01,03:50,04:00,True,0.4378,538.5366666666666,0.0,32.01983333333335,483.6166666666666,0.0,570.5565,86.9398333333326,0.0,0.0,8.100187187665142e-13,9931.498132499997,10009.743982499996,249.78963570000002,0.0,Optimal,False,False,2,2
2025-02-01 04:00:00,2025-02-01,04:00,04:10,True,0.4401,527.7475916666666,0.0,21.584786666666627,491.1868,0.0,549.3323783333333,58.145578333333106,0.0,0.0,1.7053025658242404e-13,10009.743982499996,10062.075002999996,241.76117970449997,0.0,Optimal,False,False,2,2
2025-02-01 04:10:00,2025-02-01,04:10,04:20,True,0.4389,518.241075,0.0,27.576340000000055,504.64528333333334,0.0,545.8174150000001,41.17213166666665,0.0,0.0,1.0658141036401503e-13,10062.075002999996,10099.129921499996,239.55926344350004,0.0,Optimal,False,False,2,2
