date,total_cost_yuan_new,total_cost_yuan_baseline,saving_yuan
2025-02-01,28982.056990709905,23871.96037123408,-5110.096619475826
2025-02-02,59464.70283396328,56496.64445133518,-2968.0583826281
2025-02-03,58805.594431060665,58680.63384041197,-124.96059064869769
2025-02-04,58711.28852072563,59135.62644598235,424.3379252567174
2025-02-05,58641.861101692135,57835.78104848926,-806.0800532028734
2025-02-06,58973.76849205141,57542.244332245005,-1431.5241598064022
2025-02-07,23880.49365857302,22249.299123541707,-1631.1945350313144
2025-02-08,23681.403397847564,32187.279619705165,8505.876221857601
2025-02-09,57097.98082605309,63535.54930124219,6437.568475189095
2025-02-10,57284.7888017356,54964.61087868722,-2320.1779230483808
2025-02-11,56664.31247913506,57685.03028638949,1020.7178072544339
2025-02-12,56033.56201714414,55919.03038894987,-114.53162819427234
2025-02-13,52493.86207221324,52362.79310593251,-131.06896628072718
2025-02-14,19048.19324240839,26218.139662268142,7169.9464198597525
2025-02-15,19433.23029153473,22210.34112009834,2777.1108285636074
2025-02-16,53497.15196867384,57117.40394607719,3620.25197740335
2025-02-17,51341.18036697621,51857.13703780031,515.9566708241036
2025-02-18,50542.16287211511,54275.3457909779,3733.182918862796
2025-02-19,50782.791777039536,56002.57419080985,5219.782413770314
2025-02-20,49461.38125984256,50661.41397438002,1200.0327145374613
2025-02-21,18684.190842318014,21390.335395594648,2706.144553276634
2025-02-22,19370.2826142581,26395.61296644227,7025.33035218417
2025-02-23,49334.176248748634,50249.98930250166,915.8130537530233
2025-02-24,49378.51164406289,49167.397520152765,-211.1141239101271
2025-02-25,49157.0581239553,47570.41274563475,-1586.6453783205507
2025-02-26,47528.15674188705,57640.555314613855,10112.398572726808
2025-02-27,51717.07111169696,53875.55826202436,2158.487150327397
2025-02-28,18063.126214608477,24628.135976542373,6565.009761933896
2025-03-01,19080.660898340124,18870.028877798784,-210.63202054133944
2025-03-02,54701.01721609351,67292.0735173558,12591.056301262295
2025-03-03,51432.5828772555,54654.62673767373,3222.0438604182273
2025-03-04,52137.082384392605,50221.97717229667,-1915.1052120959357
2025-03-05,51334.644360154365,50322.24334906386,-1012.4010110905074
2025-03-06,48669.194355892134,48251.36078010134,-417.83357579079166
2025-03-07,17158.01415093501,19832.984698125656,2674.9705471906454
2025-03-08,18885.503285351348,17868.76283460039,-1016.7404507509564
2025-03-09,45475.05347383068,44177.67023100343,-1297.3832428272508
2025-03-10,45713.65550645737,65015.30634447571,19301.650838018344
2025-03-11,45585.170783867085,47178.073019237374,1592.9022353702894
2025-03-12,46107.0565178305,44383.67712237204,-1723.3793954584544
2025-03-13,46535.84385472895,69533.44336964507,22997.599514916124
2025-03-14,17044.482598430066,21800.81625980729,4756.333661377223
2025-03-15,18709.228805195933,20635.49012908661,1926.2613238906779
2025-03-16,46538.407978282135,49490.43700868391,2952.0290304017763
