variant,total_cost_yuan,plan_cost_yuan,emergency_cost_yuan,saving_yuan,saving_fraction,emergency_kwh,unused_kwh,start_soc_kwh,end_soc_kwh
enhanced,13989089.105113324,13354538.437915739,634550.6671975848,1957461.000935698,0.12275137806723302,120873.06196705415,2762600.6896787183,1200.0,1200.0
