date,interval,timestamp,purchase_kwh,adjusted_purchase_kwh,load_kwh,pv_kwh,price_yuan_per_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_start_kwh,soc_end_kwh,alpha,gain,forecast_next_net_kwh
2025-02-04,2,2025-02-04 00:20:00,1409.8854166666665,1409.8854166666665,610.0633333333334,0.0,0.4269,799.8220833333329,0.0,0.0,2.2737367544323206e-13,3484.1085720558876,4203.948447055887,0.0,0.0,608.7408515390499
2025-02-04,3,2025-02-04 00:30:00,1440.7455416666664,1440.7455416666664,573.8968333333333,0.0,0.4272,833.3333333333333,0.0,0.0,33.515374999999835,4203.948447055887,4953.948447055887,0.0,0.0,630.8037274332623
2025-02-04,4,2025-02-04 00:40:00,1469.7141416666668,1469.7141416666668,559.6507833333334,0.0,0.4271,833.3333333333333,0.0,0.0,76.73002500000018,4953.948447055887,5703.948447055887,0.0,0.0,647.0643757649907
2025-02-04,5,2025-02-04 00:50:00,1485.6358333333333,1485.6358333333333,596.9716666666667,0.0,0.4285,833.3333333333333,0.0,0.0,55.33083333333332,5703.948447055887,6453.948447055887,0.0,0.0,645.3362147124185
2025-02-04,6,2025-02-04 01:00:00,662.9957208333334,662.9957208333334,610.0384333333333,0.0,0.4311,52.95728750000004,0.0,0.0,7.815970093361102e-14,6453.948447055887,6501.610005805887,0.0,0.0,623.151721081219
2025-02-04,7,2025-02-04 01:10:00,1466.6427333333334,1466.6427333333334,597.4533,0.0,0.4302,833.3333333333333,0.0,0.0,35.85610000000008,6501.610005805887,7251.610005805887,0.0,0.0,613.4170120159342
2025-02-04,8,2025-02-04 01:20:00,1444.6420833333332,1444.6420833333332,592.48,0.0,0.4279,833.3333333333333,0.0,0.0,18.8287499999999,7251.610005805887,8001.610005805887,0.0,0.0,614.6364735085865
2025-02-04,9,2025-02-04 01:30:00,619.7568916666667,619.7568916666667,622.0757833333333,0.0,0.4312,0.0,2.3188916666666954,0.0,2.2648549702353193e-14,8001.610005805887,7999.033459509591,0.0,0.0,644.8017510096493
2025-02-04,10,2025-02-04 01:40:00,637.4400583333332,637.4400583333332,632.09725,0.0,0.4333,5.342808333333677,0.0,4.671818487622659e-13,0.0,7999.033459509591,8003.841987009591,0.0,0.0,675.0326451550021
2025-02-04,11,2025-02-04 01:50:00,1137.3314407712344,1137.3314407712344,613.9616666666667,0.0,0.4311,523.3697741045681,0.0,4.547473508864641e-13,0.0,8003.841987009591,8474.874783703703,0.0,0.0,640.322916758473
