variant,date,total_fee,initial_plan_fee,increase_fee,refund,cancel_penalty,emergency_fee,emergency_kwh,unused_kwh,start_soc,end_soc,fallbacks
q2_neutral,2025-12-29,75314.49606368993,75314.49606368995,0.0,0.0,0.0,3.528761327586949e-11,6.557421272646025e-12,7875.635463826551,2591.869166441776,1995.827168740401,0
q2_neutral,2025-12-30,74243.74755797719,74243.74755797713,0.0,0.0,0.0,5.313158535358298e-11,1.1866507776403523e-11,7561.880132970717,1995.827168740401,2502.48276268882,0
q2_neutral,2025-12-31,73815.71098887926,73815.71098887916,0.0,0.0,0.0,4.713220774776872e-11,9.237000053730071e-12,5499.396408233004,2502.48276268882,1200.0,0
q2_cvar,2025-02-01,23544.71896398441,23396.87149864438,0.0,0.0,0.0,147.84746534004017,86.84138933334512,14120.500653624911,1200.0,4422.807010696496,0
q2_cvar,2025-02-02,73324.70304558502,73324.70304558489,0.0,0.0,0.0,1.2218803213670527e-10,2.678302024605728e-11,57.2728454976024,4422.807010696496,10800.0,1
q2_cvar,2025-02-03,60426.72960532267,60294.6073402044,0.0,0.0,0.0,132.1222651182804,60.017668924560304,4254.5120541087645,10800.0,3383.4048262468177,0
q2_cvar,2025-02-04,63426.47810160664,63424.890690773216,0.0,0.0,0.0,1.5874108334013668,0.7783333333498839,3273.3321287248923,3383.4048262468177,2442.9714637161023,0
q2_cvar,2025-02-05,63393.43817610535,63370.10090177199,0.0,0.0,0.0,23.337274333398188,10.844458333348342,3009.013903183736,2442.9714637161023,2521.3743288888927,0
q2_cvar,2025-02-06,64150.94204313583,64150.9420431358,0.0,0.0,0.0,4.020069129407472e-11,8.280555061079829e-12,4272.101729838776,2521.3743288888927,3176.086854629629,0
q2_cvar,2025-02-07,17462.29100567361,17462.291005673582,0.0,0.0,0.0,3.2585720122213504e-11,1.1546097411496705e-11,6846.118727343857,3176.086854629629,2039.5080125000015,0
q2_cvar,2025-02-08,17538.612018689295,17538.612018689266,0.0,0.0,0.0,3.5155983763024425e-11,1.1579313896614709e-11,5857.62853006567,2039.5080125000015,2449.82067261904,0
q2_cvar,2025-02-09,62187.70458461134,62187.70458461126,0.0,0.0,0.0,8.05341149323624e-11,1.7274626173957586e-11,1668.7353651559663,2449.82067261904,3631.354269210182,0
q2_cvar,2025-02-10,60225.43352068432,60225.433520684295,0.0,0.0,0.0,4.0062160144849195e-11,1.0216938406415466e-11,7502.840090617554,3631.354269210182,3754.571219263888,0
q2_cvar,2025-02-11,59934.660377215536,59934.66037721546,0.0,0.0,0.0,7.049220894506101e-11,1.575814478904647e-11,6160.82571885804,3754.571219263888,3721.570080374289,0
q2_cvar,2025-02-12,59007.02057960895,59007.02057960887,0.0,0.0,0.0,5.9676043301371e-11,1.4368561895850007e-11,4935.100911712856,3721.570080374289,3478.9418065262707,0
q2_cvar,2025-02-13,55129.990654573805,55129.990654573725,0.0,0.0,0.0,6.736480129276856e-11,1.6060042185017664e-11,4941.310672926033,3478.9418065262707,2765.6032978586013,0
q2_cvar,2025-02-14,16664.210564494122,14158.813351881396,0.0,0.0,0.0,2505.3972126127287,564.9381111791346,2183.185295039696,2765.6032978586013,1304.2953851234568,0
q2_cvar,2025-02-15,17239.16032965465,15274.624964137767,0.0,0.0,0.0,1964.5353655168851,477.2846219861215,2851.4669866132795,1304.2953851234568,1200.0,0
q2_cvar,2025-02-16,58220.36960736983,53947.17736309328,0.0,0.0,0.0,4273.192244276554,778.576749264922,183.4529174603341,1200.0,1333.089444645062,0
q2_cvar,2025-02-17,54849.03960010222,54849.03960010218,0.0,0.0,0.0,5.083349341461485e-11,1.3519851904675306e-11,4758.078075582009,1333.089444645062,2078.4753650302205,0
q2_cvar,2025-02-18,53211.11413425475,53211.11413425471,0.0,0.0,0.0,7.515127609103445e-11,1.9086066060935988e-11,2579.7114996031564,2078.4753650302205,2523.493548905072,0
q2_cvar,2025-02-19,53731.224045815405,52007.18787468024,0.0,0.0,0.0,1724.036171135171,413.7441357767218,1779.2947573412882,2523.493548905072,1200.0,0
q2_cvar,2025-02-20,52338.817568318926,52338.81756831889,0.0,0.0,0.0,5.623598831050458e-11,1.2743583965857395e-11,1897.855283060459,1200.0,1651.3555502011493,0
q2_cvar,2025-02-21,14675.536434632277,14675.536434632242,0.0,0.0,0.0,2.9424051861681734e-11,9.048761739904876e-12,5363.749061025385,1651.3555502011493,1645.4602297567797,0
q2_cvar,2025-02-22,14890.398710952084,14841.795147911136,0.0,0.0,0.0,48.603563040952665,9.518911680567824,3238.6816866051245,1645.4602297567797,1501.0497434567865,0
q2_cvar,2025-02-23,51891.3093583099,51891.309358309845,0.0,0.0,0.0,6.47001336395725e-11,1.5872525516158476e-11,808.5957234053648,1501.0497434567865,2058.1997210464424,0
q2_cvar,2025-02-24,51290.98900382239,51290.98900382237,0.0,0.0,0.0,5.2576544729010516e-11,1.4183876295703612e-11,4647.518000913937,2058.1997210464424,1828.147103929564,0
q2_cvar,2025-02-25,50437.10447427577,50437.10447427569,0.0,0.0,0.0,6.575509203798902e-11,1.6146195491728577e-11,5996.199672863818,1828.147103929564,2472.4197132238974,0
q2_cvar,2025-02-26,49261.29008050234,49114.34284999597,0.0,0.0,0.0,146.94723050636804,27.552548387173523,1662.5573722289644,2472.4197132238974,1668.3593542132376,0
q2_cvar,2025-02-27,51376.54835682928,47043.13634468561,0.0,0.0,0.0,4333.412012143667,818.9145005694547,1921.309165919612,1668.3593542132376,2380.0197407533865,0
