date,total_fee,initial_plan_fee,increase_fee,refund,cancel_penalty,emergency_fee,emergency_kwh,unused_kwh,start_soc,end_soc,fallbacks
2025-02-01,21094.750750095525,19827.87584986083,0.0,0,0.0,1266.874900234694,492.9402171785729,6446.412855475609,1200.0,4050.6058397486786,0
2025-02-02,63559.88731428332,63559.8873142833,0.0,0,0.0,4.226139083129965e-11,9.806377931909083e-12,7038.223630166198,4050.6058397486786,4228.67563755291,0
2025-02-03,62988.67019362157,62787.40877126943,0.0,0,0.0,201.2614223521591,83.53022428727782,3860.13414342795,4228.67563755291,3044.0604453297037,0
2025-02-04,63128.242706176716,63128.242706176636,0.0,0,0.0,6.35484282973664e-11,1.4442669282743736e-11,2553.1423671668695,3044.0604453297037,2448.0220901142857,0
2025-02-05,63431.390579441046,63393.35019550766,0.0,0,0.0,38.04038393340097,17.67675833334905,2888.782522989375,2448.0220901142857,2561.9581525000062,0
2025-02-06,64031.78701557962,64031.787015579524,0.0,0,0.0,7.599613429266211e-11,1.5457092203408074e-11,4061.8834548501677,2561.9581525000062,3220.1434157407425,0
2025-02-07,17357.723606381413,17310.497684823044,0.0,0,0.0,47.225921558368675,27.15694166667906,6634.276808054984,3220.1434157407425,2101.6963423933853,0
2025-02-08,17350.24884670062,17350.248846700593,0.0,0,0.0,2.935833684492017e-11,8.825294661729544e-12,5695.599982382918,2101.6963423933853,2465.010429972337,0
2025-02-09,61913.62961279054,61913.62961279049,0.0,0,0.0,7.94703580442313e-11,1.8310103433449854e-11,1388.0780192922625,2465.010429972337,3563.288743651434,0
2025-02-10,59973.27430118067,59973.274301180645,0.0,0,0.0,3.6524463897791294e-11,9.766853992232427e-12,7346.011363180269,3563.288743651434,3509.3996708541754,0
2025-02-11,59672.6373409206,59672.63734092054,0.0,0,0.0,7.519710432113414e-11,1.7530421558831222e-11,5761.724296330007,3509.3996708541754,3362.880891302551,0
2025-02-12,58886.51740025502,58886.51740025497,0.0,0,0.0,5.391304719326584e-11,1.263733562240077e-11,4840.968400177223,3362.880891302551,3244.5875050651516,0
2025-02-13,55046.44651230106,54754.853020327195,0.0,0,0.0,291.5934919738877,140.34406349693316,4598.911647077167,3244.5875050651516,2573.823163417076,0
2025-02-14,16919.17829209097,14184.228995925878,0.0,0,0.0,2734.949296165099,648.8084875992172,2183.5485375634994,2573.823163417076,1304.2953851234563,0
2025-02-15,17941.249683715745,15036.70787868572,0.0,0,0.0,2904.541805030032,708.351862000011,2698.27339027779,1304.2953851234563,1200.0,0
2025-02-16,61380.19708231735,53178.703004377036,0.0,0,0.0,8201.494077940317,1401.597258835609,80.54503554160489,1200.0,1285.453549891975,0
2025-02-17,54080.81943973098,54080.81943973093,0.0,0,0.0,4.81315252098824e-11,1.0913270287460364e-11,4097.968042601304,1285.453549891975,1751.6863282319164,0
2025-02-18,53006.576580335495,52959.974059341665,0.0,0,0.0,46.60252099380739,24.511859722231847,1860.337170877439,1751.6863282319164,3077.22512872795,0
2025-02-19,56105.82537620412,50997.98887721443,0.0,0,0.0,5107.83649898969,1043.2333903400345,1640.8006025794093,3077.22512872795,1200.0,0
2025-02-20,52676.43417663629,52033.86669141232,0.0,0,0.0,642.5674852239639,121.64333477382331,1572.9960058365114,1200.0,2118.1517544268117,0
2025-02-21,14375.684766079767,14375.684766079732,0.0,0,0.0,3.671860127063553e-11,1.3180789792954783e-11,5256.49398818392,2118.1517544268117,1521.004744487415,0
2025-02-22,15063.258919582777,14781.743196810774,0.0,0,0.0,281.5157227719987,55.242451153178045,3136.979968055568,1521.004744487415,1544.601492453703,0
2025-02-23,51312.20393472435,51270.59131083617,0.0,0,0.0,41.61262388818589,19.664489791682275,160.64756190478323,1544.601492453703,1959.2430409959372,0
2025-02-24,50669.96399584014,50669.96399584011,0.0,0,0.0,4.8756777504266325e-11,1.304423236092589e-11,4012.0003021625967,1959.2430409959372,1620.3306512844977,0
2025-02-25,50285.239446888474,50209.89989068844,0.0,0,0.0,75.33955620005999,14.680350000015702,5393.392440776594,1620.3306512844977,2981.3878191905633,0
2025-02-26,49400.590909777486,48218.45640434059,0.0,0,0.0,1182.1345054368965,187.2865596234482,933.1916698798717,2981.3878191905633,1737.2382849845674,0
2025-02-27,52224.17319672497,46342.34426198188,0.0,0,0.0,5881.828934743084,1085.3233327946577,1067.6057063786202,1737.2382849845674,2679.162283542116,0
2025-02-28,13450.649310506875,13450.64931050684,0.0,0,0.0,3.6205953346524215e-11,1.0635936575909e-11,6620.695867781223,2679.162283542116,1504.258386447321,0
2025-03-01,14185.291138283232,13837.773091397517,0.0,0,0.0,347.51804688571417,87.04986102977507,6523.407730791513,1504.258386447321,1357.806001593296,0
2025-03-02,64107.77439135561,49760.90684051263,0.0,0,0.0,14346.867550842962,2560.8846831011942,1061.5259293381407,1357.806001593296,1941.9373012395624,0
2025-03-03,51890.10108692762,51085.75052056536,0.0,0,0.0,804.350566362265,209.89196028727656,642.571945149839,1941.9373012395624,1415.5919854421204,0
2025-03-04,53324.21837627411,53324.21837627407,0.0,0,0.0,5.125076851797416e-11,1.2364109736040518e-11,5927.474287614508,1415.5919854421204,2538.62675229348,0
2025-03-05,50591.63629558796,50591.63629558791,0.0,0,0.0,5.860035018345755e-11,1.5855872170789098e-11,8136.600760794081,2538.62675229348,1941.7645367129683,0
2025-03-06,49468.00966347127,49392.398728911205,0.0,0,0.0,75.61093456005635,39.38069508334547,6025.757915047464,1941.7645367129683,2099.366754992948,0
2025-03-07,13088.118206897945,13088.118206897918,0.0,0,0.0,2.7872432584175045e-11,9.604317341427304e-12,7778.029480452686,2099.366754992948,1594.610246340878,0
2025-03-08,15783.972166013824,12561.110496469217,0.0,0,0.0,3222.8616695446044,1183.8597520138972,8746.107483333342,1594.610246340878,1695.4415647670498,0
2025-03-09,44678.36417895966,44550.44370279991,0.0,0,0.0,127.92047615976507,64.491847222234,1726.9767181613158,1695.4415647670498,1918.0596657425735,0
2025-03-10,59135.82618926592,45258.02473947879,0.0,0,0.0,13877.80144978713,2425.112245504836,14.094606944460292,1918.0596657425735,1297.925660648147,0
2025-03-11,45748.49814260654,45172.457466510474,0.0,0,0.0,576.0406760960728,200.89833098936478,2258.862881453802,1297.925660648147,1475.4625200513906,0
2025-03-12,45519.0238834791,44972.64193352523,0.0,0,0.0,546.3819499538698,270.9377087707166,4618.055734981072,1475.4625200513906,1255.8450365523602,0
2025-03-13,53428.08275859396,45212.79744070208,0.0,0,0.0,8215.285317891889,1497.1157917506973,1.1362466523223702e-11,1255.8450365523602,1322.49105322531,0
2025-03-14,12663.812630188782,12337.856195852932,0.0,0,0.0,325.9564343358507,138.4519807318122,10932.97818277727,1322.49105322531,1522.4509170069464,0
2025-03-15,13545.787477364023,12748.987127276323,0.0,0,0.0,796.8003500877046,304.82577941667336,6980.456073986288,1522.4509170069464,1200.0,0
2025-03-16,45441.63468036425,45173.72402303158,0.0,0,0.0,267.910657332693,126.84943333334564,3490.3360880396235,1200.0,1847.5516314814802,0
2025-03-17,43031.30102112798,42964.285010475156,0.0,0,0.0,67.01601065284754,29.357138888905048,7539.466968584492,1847.5516314814802,2204.7650744844645,0
2025-03-18,43164.55990996545,42709.141291067135,0.0,0,0.0,455.4186188983139,212.5603202834406,2481.873338346506,2204.7650744844645,2631.5869175983034,0
