energy,value
1200.0,0.0
1600.0,-189.76211638305904
2000.0,-379.4954497163926
2400.0,-568.4406203218459
2800.0,-757.2063560731003
3200.0,-945.8730227397646
3600.0,-1130.9090382837858
4000.0,-1304.660029984323
4400.0,-1470.0377748864084
4800.0,-1635.0599971086303
5200.0,-1799.3583820022977
5600.0,-1959.1623820022978
6000.0,-2118.5298518467425
6400.0,-2277.3694605359087
6800.0,-2435.8054605359066
7200.0,-2594.0272614275746
7600.0,-2752.2050213914627
8000.0,-2910.2933356114663
8400.0,-3068.2840821881327
8800.0,-3225.892082188133
9200.0,-3383.402289761463
9600.0,-3540.8479842289635
10000.0,-3698.203984228967
10400.0,-3855.4604820222994
10800.0,-4012.640199367299
