energy,value
1200.0,0.0
1600.0,-183.72441798179352
2000.0,-348.8856821343579
2400.0,-541.7823504737171
2800.0,-743.1687265968212
3200.0,-959.4129270316989
3600.0,-1150.5684825872595
4000.0,-1341.5654460644
4400.0,-1519.7837494836058
4800.0,-1722.9051745682082
5200.0,-1913.3496190126534
5600.0,-2070.7209614671738
6000.0,-2269.0235607467985
6400.0,-2466.0415998942553
6800.0,-2655.4470231279483
7200.0,-2864.2872812093556
7600.0,-3054.604753794556
8000.0,-3244.338087127886
8400.0,-3433.4554827887187
8800.0,-3608.212193864718
9200.0,-3810.941078120981
9600.0,-3992.9669530618194
10000.0,-4179.963194755248
10400.0,-4346.607353485408
10800.0,-4510.921847541205
