energy,value
1200.0,0.0
1600.0,-189.7634804832196
2000.0,-379.4968138165532
2400.0,-568.3927282237037
2800.0,-757.1872655202023
3200.0,-945.8539321868666
3600.0,-1132.9711534458256
4000.0,-1305.922749606727
4400.0,-1470.9780016716595
4800.0,-1635.9934060014675
5200.0,-1796.2315391938828
5600.0,-1955.6131464879036
6000.0,-2114.3935154262053
6400.0,-2272.7571869464336
6800.0,-2430.9666452865094
7200.0,-2589.1146452865087
7600.0,-2747.1227672066616
8000.0,-2904.8345228194794
8400.0,-3062.37089363186
8800.0,-3219.8065277311453
9200.0,-3377.159237616861
9600.0,-3534.3712376168605
10000.0,-3691.485223531148
10400.0,-3848.4972494168596
10800.0,-4005.414233328289
