energy,value
1200.0,0.0
1600.0,-211.8369715991721
2000.0,-403.43697159917065
2400.0,-574.4741661166045
2800.0,-765.6680106273416
3200.0,-956.8235661828949
3600.0,-1168.1450684262381
4000.0,-1338.7080968270748
4400.0,-1529.2911786269615
4800.0,-1719.7346938446644
5200.0,-1909.9124716224396
5600.0,-2100.0084064967887
6000.0,-2289.8750731634573
6400.0,-2479.7157218645516
6800.0,-2669.5379440867764
7200.0,-2859.27320011508
7600.0,-3048.761635598923
8000.0,-3237.5624455312063
8400.0,-3426.3241827678357
8800.0,-3614.9908494345
9200.0,-3801.1452312554975
9600.0,-3981.314219894208
10000.0,-4158.583720082992
10400.0,-4326.694130464668
10800.0,-4491.633953226046
