energy,value
1200.0,0.0
1600.0,-172.9436761164543
2000.0,-384.6233232804807
2400.0,-567.9636288925249
2800.0,-771.8812169075754
3200.0,-952.1991561755422
3600.0,-1148.0411985889077
4000.0,-1343.66342133969
4400.0,-1531.1259762358313
4800.0,-1722.6140672918118
5200.0,-1921.714076484699
5600.0,-2094.0396902354696
6000.0,-2271.8757961716983
6400.0,-2475.4486883637
6800.0,-2656.9614761763514
7200.0,-2855.2002588113683
7600.0,-3032.248451289968
8000.0,-3243.2289238644953
8400.0,-3429.6360134314527
8800.0,-3620.650207204322
9200.0,-3808.063833592838
9600.0,-3996.5560851866394
10000.0,-4186.269930977665
10400.0,-4330.773891341014
10800.0,-4514.980481095896
