energy,value
1200.0,0.0
1600.0,-203.1821655228705
2000.0,-364.66714936241624
2400.0,-583.1974270086139
2800.0,-754.4506418635428
3200.0,-967.1545875844749
3600.0,-1144.5530883058746
4000.0,-1349.5398866754113
4400.0,-1543.717616251808
4800.0,-1735.0031532883586
5200.0,-1913.2222942595981
5600.0,-2123.570371952512
6000.0,-2281.555367252615
6400.0,-2467.187050934197
6800.0,-2693.6570002425433
7200.0,-2877.599347365969
7600.0,-3073.316849673385
8000.0,-3240.0601270425395
8400.0,-3451.571797795361
8800.0,-3640.5499653966835
9200.0,-3829.0309477313785
9600.0,-3974.1862777435163
10000.0,-4197.994646679734
10400.0,-4365.15237969
10800.0,-4527.806372227395
