energy,value
1200.0,0.0
1600.0,-188.79999999999563
2000.0,-377.5654170735761
2400.0,-566.232083740244
2800.0,-751.2141660620982
3200.0,-931.4712241635389
3600.0,-1099.7694332413448
4000.0,-1265.0740581974824
4400.0,-1430.0839028776245
4800.0,-1590.6272693296778
5200.0,-1750.1985627069953
5600.0,-1909.3905627069944
6000.0,-2067.8520551494403
6400.0,-2226.1590673576393
6800.0,-2384.359387934539
7200.0,-2542.50738793454
7600.0,-2700.539029973894
8000.0,-2858.4108285081966
8400.0,-3016.0188285082004
8800.0,-3173.5217216643905
9200.0,-3330.9561487123647
9600.0,-3488.3121487123644
10000.0,-3645.546827623002
10400.0,-3802.7266343876436
10800.0,-3959.830634387643
