energy,value
1200.0,0.0
1600.0,-183.90802574322515
2000.0,-371.33409850908356
2400.0,-558.5949486953286
2800.0,-751.4737631691205
3200.0,-935.7869924570623
3600.0,-1101.5214245298193
4000.0,-1266.0810434221348
4400.0,-1425.9005105677315
4800.0,-1585.4148734844275
5200.0,-1744.6068734844303
5600.0,-1903.1828209615123
6000.0,-2061.563794403297
6400.0,-2219.7837944032945
6800.0,-2377.9665482333367
7200.0,-2536.111233276035
7600.0,-2694.1152332760357
8000.0,-2851.8821881035947
8400.0,-3009.4689561201812
8800.0,-3166.932956120181
9200.0,-3324.3279322504786
9600.0,-3481.6779369980286
10000.0,-3638.889936998028
10400.0,-3796.0369038903627
10800.0,-3953.125911393152
