energy,value
1200.0,0.0
1600.0,-191.59999999999127
2000.0,-383.1999999999898
2400.0,-574.4175627978475
2800.0,-765.6099473637296
3200.0,-956.7655029192829
3600.0,-1147.7843699968944
4000.0,-1338.5843699968973
4400.0,-1529.1473547267378
4800.0,-1719.591799171183
5200.0,-1909.7891919196773
5600.0,-2099.9477861321793
6000.0,-2289.814452798848
6400.0,-2479.670645557293
6800.0,-2669.492867779518
7200.0,-2859.270411190868
7600.0,-3049.003744524198
8000.0,-3238.1296936116996
8400.0,-3426.9296936117025
8800.0,-3615.6100982620555
9200.0,-3803.8019298617146
9600.0,-3984.195102217418
10000.0,-4158.64593535164
10400.0,-4327.805199327202
10800.0,-4492.827421549417
