energy,value
1200.0,0.0
1600.0,-191.23026868394663
2000.0,-382.8302686839452
2400.0,-577.5322469274179
2800.0,-768.7322469274222
3200.0,-956.995417609447
3600.0,-1148.1509731650003
4000.0,-1339.0487068516668
4400.0,-1529.8487068516697
4800.0,-1720.340366911667
5200.0,-1910.375175918387
5600.0,-2100.552953696162
6000.0,-2293.8747311490733
6400.0,-2483.741397815742
6800.0,-2673.5826465168648
7200.0,-2860.1241235331036
7600.0,-3049.883730159774
8000.0,-3239.9867948091705
8400.0,-3428.5016621564428
8800.0,-3617.293338345604
9200.0,-3805.9600050122754
9600.0,-3995.920045237901
10000.0,-4172.469072835636
10400.0,-4309.432215601235
10800.0,-4503.169983050531
