energy,value
1200.0,0.0
1600.0,-197.42051010532305
2000.0,-393.60075487024733
2400.0,-584.5410102955793
2800.0,-777.9260382967186
3200.0,-966.5927279819734
3600.0,-1144.714414663118
4000.0,-1344.7656353580824
4400.0,-1544.4845906928313
4800.0,-1728.2472927956478
5200.0,-1925.468763641089
5600.0,-2115.534288212817
6000.0,-2280.4968960380575
6400.0,-2496.403729589976
6800.0,-2667.6724010072867
7200.0,-2876.306049822684
7600.0,-3056.145751927281
8000.0,-3231.151946989754
8400.0,-3435.5410339212176
8800.0,-3605.1258657617363
9200.0,-3822.9923344253984
9600.0,-4008.917967646412
10000.0,-4191.833816642036
10400.0,-4358.472848388068
10800.0,-4522.810288763911
