energy,value
1200.0,0.0
1600.0,-181.23813717184385
2000.0,-384.1904877092602
2400.0,-573.6721887054737
2800.0,-766.553535360079
3200.0,-958.5746918065197
3600.0,-1150.4752139368065
4000.0,-1341.5249748564165
4400.0,-1519.4215522411105
4800.0,-1722.4581542080705
5200.0,-1903.489071214186
5600.0,-2103.727857241509
6000.0,-2289.316184113748
6400.0,-2479.972722891158
6800.0,-2672.719041511842
7200.0,-2861.722390147166
7600.0,-3051.6149473386577
8000.0,-3227.879766529244
8400.0,-3433.0465009690597
8800.0,-3611.678553720816
9200.0,-3810.880486858776
9600.0,-3987.8610063818633
10000.0,-4183.759010603655
10400.0,-4325.342838944602
10800.0,-4516.294263415832
