energy,value
1200.0,0.0
1600.0,-203.39347089171133
2000.0,-394.16675297540496
2400.0,-581.2307413410344
2800.0,-774.3807246550605
3200.0,-951.2699733917179
3600.0,-1116.3530035113654
4000.0,-1279.8023884350587
4400.0,-1439.6063884350624
4800.0,-1598.9020998211963
5200.0,-1757.9192373820297
5600.0,-1916.3552373820312
6000.0,-2074.64297660346
6400.0,-2232.853701360047
6800.0,-2391.001701360048
7200.0,-2549.044967422509
7600.0,-2706.874613809967
8000.0,-2864.482613809967
8400.0,-3021.954428090761
8800.0,-3179.361801209212
9200.0,-3336.7143203933847
9600.0,-3493.9287485380555
10000.0,-3651.084499366356
10400.0,-3808.158320783772
10800.0,-3965.118320783771
