energy,value
1200.0,0.0
1600.0,-190.82470301374997
2000.0,-384.65337712008477
2400.0,-604.1001522761508
2800.0,-767.725466023694
3200.0,-955.9577665296165
3600.0,-1150.4875173362234
4000.0,-1368.7148919125757
4400.0,-1559.5148919125786
4800.0,-1750.1293270287715
5200.0,-1904.1753132940285
5600.0,-2103.233262639311
6000.0,-2287.339973644179
6400.0,-2483.8535412847923
6800.0,-2674.0026758903405
7200.0,-2863.7167522358286
7600.0,-3053.757752287849
8000.0,-3270.07928612698
8400.0,-3459.38738152531
8800.0,-3621.6796040837216
9200.0,-3810.9712695934213
9600.0,-3999.2999474717362
10000.0,-4185.59966583176
10400.0,-4351.22339459724
10800.0,-4515.105218097895
