energy,value
1200.0,0.0
1600.0,-219.35207469917805
2000.0,-388.0887965436996
2400.0,-571.1334965771966
2800.0,-768.1651471035511
3200.0,-960.6524433127488
3600.0,-1186.2013654698894
4000.0,-1381.8508538448004
4400.0,-1572.6875074615382
4800.0,-1742.6847217734685
5200.0,-1954.8564932911759
5600.0,-2145.582966734728
6000.0,-2311.9187239331295
6400.0,-2529.6843757861425
6800.0,-2722.382307170541
7200.0,-2887.677863434168
7600.0,-3066.7386456946333
8000.0,-3299.0005065070072
8400.0,-3489.4789321808275
8800.0,-3650.4450456753257
9200.0,-3871.0908756113713
9600.0,-4060.4050119832173
10000.0,-4249.276635499271
10400.0,-4418.650675115285
10800.0,-4583.171190521745
