energy,value
1200.0,0.0
1600.0,-189.8666666666668
2000.0,-379.6969758578016
2400.0,-569.5175470814575
2800.0,-759.250880414791
3200.0,-948.8254866310926
3600.0,-1137.625486631092
4000.0,-1326.3718854390736
4400.0,-1515.0385521057415
4800.0,-1696.1826762601086
5200.0,-1863.1497091374622
5600.0,-2028.171931359684
6000.0,-2190.437375156831
6400.0,-2350.0985720803055
6800.0,-2509.1972639557225
7200.0,-2667.6332639557204
7600.0,-2825.8584855265544
8000.0,-2984.012183037963
8400.0,-3142.0838257026844
8800.0,-3299.989834332737
9200.0,-3457.5856003400368
9600.0,-3615.054182622973
10000.0,-3772.4375946178225
10400.0,-3929.7235250633403
10800.0,-4086.9089543899754
