energy,value
1200.0,0.0
1600.0,-203.73706288337416
2000.0,-391.76799042980565
2400.0,-574.7320048251568
2800.0,-757.1872924815689
3200.0,-969.1387702380853
3600.0,-1139.5380731857367
4000.0,-1353.5165386917215
4400.0,-1529.8752332928925
4800.0,-1729.1092190165255
5200.0,-1919.3956060869132
5600.0,-2118.5292993934345
6000.0,-2299.9739168723427
6400.0,-2498.583514801674
6800.0,-2673.5155894856725
7200.0,-2874.2193042602958
7600.0,-3064.0162832619462
8000.0,-3237.3179905135985
8400.0,-3447.811935333266
8800.0,-3617.0612027589013
9200.0,-3821.53506984072
9600.0,-4012.3115231387237
10000.0,-4197.126989036191
10400.0,-4342.309274088209
10800.0,-4528.266451278254
