energy,value
1200.0,0.0
1600.0,-191.60000000000582
2000.0,-383.1999999999971
2400.0,-584.6761122356256
2800.0,-774.2461273832087
3200.0,-956.995417609447
3600.0,-1148.1509731650003
4000.0,-1354.5681510120776
4400.0,-1545.4486206939546
4800.0,-1700.593459788477
5200.0,-1929.7662240254795
5600.0,-2119.9440018032547
6000.0,-2306.6240523152665
6400.0,-2496.490718981928
6800.0,-2686.3319676830433
7200.0,-2879.5151716402033
7600.0,-3069.274778266874
8000.0,-3220.2398876859806
8400.0,-3409.124486349305
8800.0,-3636.6843864526963
9200.0,-3825.351053119368
9600.0,-3972.819368612152
10000.0,-4146.714289803334
10400.0,-4339.314980025534
10800.0,-4525.589215792264
