energy,value
1200.0,0.0
1600.0,-184.92742278118385
2000.0,-384.949871979421
2400.0,-570.2865470427205
2800.0,-763.9608361726496
3200.0,-957.0388860534586
3600.0,-1132.3373579189138
4000.0,-1342.203562241346
4400.0,-1520.1909510104888
4800.0,-1720.7063725565022
5200.0,-1905.238432007689
5600.0,-2100.70224872759
6000.0,-2285.524667435151
6400.0,-2482.2800402723988
6800.0,-2670.6409414383525
7200.0,-2841.4303218190034
7600.0,-3038.987953663818
8000.0,-3222.196281956578
8400.0,-3420.650040596618
8800.0,-3602.445244861796
9200.0,-3797.990553437936
9600.0,-3986.436141020524
10000.0,-4185.753122350285
10400.0,-4332.863880486308
10800.0,-4518.288375162465
