energy,value
1200.0,0.0
1600.0,-175.47876768968126
2000.0,-384.6262649358905
2400.0,-572.7830478772958
2800.0,-774.0887030999947
3200.0,-963.1217393851766
3600.0,-1153.268633598047
4000.0,-1345.6836020282426
4400.0,-1521.8657080926532
4800.0,-1724.0959732209412
5200.0,-1910.1186940888583
5600.0,-2107.6709331013553
6000.0,-2299.2375549235803
6400.0,-2490.870106988128
6800.0,-2680.414247906152
7200.0,-2850.538165252372
7600.0,-3059.328586770309
8000.0,-3247.805760645071
8400.0,-3436.752065766217
8800.0,-3628.910650767899
9200.0,-3814.9478760387938
9600.0,-3992.0160353122956
10000.0,-4188.556798898055
10400.0,-4332.955736727694
10800.0,-4521.002747374761
