energy,value
1200.0,0.0
1600.0,-207.49641173314012
2000.0,-399.0964117331532
2400.0,-574.5248129925094
2800.0,-765.7243919630637
3200.0,-956.8799475186097
3600.0,-1147.9820510608406
4000.0,-1354.678462793985
4400.0,-1545.3373871628646
4800.0,-1735.7818316073171
5200.0,-1926.0512054950887
5600.0,-2116.2289832728566
6000.0,-2306.1530070956433
6400.0,-2496.019673762312
6800.0,-2685.843639969258
7200.0,-2875.6561314114733
7600.0,-3065.3894647448033
8000.0,-3254.8693607214736
8400.0,-3443.6693607214693
8800.0,-3616.51652777
9200.0,-3805.1831944366713
9600.0,-3989.754864067465
10000.0,-4167.98604279611
10400.0,-4336.203803520533
10800.0,-4501.226025742762
