energy,value
1200.0,0.0
1600.0,-189.73333333333358
2000.0,-379.0426206487864
2400.0,-567.8426206487857
2800.0,-756.5494163245639
3200.0,-945.2160829912355
3600.0,-1125.3564881556667
4000.0,-1297.7301201400478
4400.0,-1466.5345745598097
4800.0,-1631.5567967820316
5200.0,-1795.5160260046869
5600.0,-1955.320026004687
6000.0,-2114.5661918600163
6400.0,-2273.330760150813
6800.0,-2431.712832801044
7200.0,-2589.932832801045
7600.0,-2748.091300184453
8000.0,-2906.1525802011165
8400.0,-3064.0724413233183
8800.0,-3221.6804413233185
9200.0,-3379.168996034423
9600.0,-3536.581724975251
10000.0,-3693.9134941563534
10400.0,-3851.1254941563566
10800.0,-4008.266779772257
