energy,value
1200.0,0.0
1600.0,-192.88976177687073
2000.0,-381.3435885731924
2400.0,-570.5228027679332
2800.0,-761.0533042843508
3200.0,-949.2393466947742
3600.0,-1140.2393581917931
4000.0,-1323.2133592160408
4400.0,-1516.3473241109004
4800.0,-1701.865275926264
5200.0,-1867.7684200791282
5600.0,-2032.695064058973
6000.0,-2193.6803900041305
6400.0,-2353.355722356273
6800.0,-2512.547722356272
7200.0,-2671.011704275241
7600.0,-2829.2786497158977
8000.0,-2987.446840664452
8400.0,-3145.520540502668
8800.0,-3303.381058129429
9200.0,-3460.946682566535
9600.0,-3618.410682566535
10000.0,-3775.7754326085287
10400.0,-3933.029910496747
10800.0,-4090.1700161105546
