energy,value
1200.0,0.0
1600.0,-196.00283266646147
2000.0,-386.8765163029457
2400.0,-578.44171714189
2800.0,-796.2048568836253
3200.0,-961.8452991372978
3600.0,-1153.02358158485
4000.0,-1344.1791371404106
4400.0,-1554.0375166503363
4800.0,-1725.8710342105987
5200.0,-1915.9789212640098
5600.0,-2106.7419302735507
6000.0,-2314.7264140967163
6400.0,-2505.0607857334544
6800.0,-2694.597324239905
7200.0,-2866.7241780962286
7600.0,-3056.4624349754304
8000.0,-3246.3035549587585
8400.0,-3436.0194757417703
8800.0,-3649.6925930284124
9200.0,-3813.617727371682
9600.0,-4002.2843940383464
10000.0,-4187.03171974828
10400.0,-4355.09919124857
10800.0,-4519.812633080219
