energy,value
1200.0,0.0
1600.0,-191.59999999999854
2000.0,-383.1999999999971
2400.0,-574.7999999999956
2800.0,-766.017991156783
3200.0,-957.2034505886404
3600.0,-1148.3590061441937
4000.0,-1339.3119307102315
4400.0,-1530.1119307102344
4800.0,-1720.6096168095974
5200.0,-1911.0445726619
5600.0,-2101.222350439675
6000.0,-2291.3041916943985
6400.0,-2481.170858361067
6800.0,-2671.0176904476466
7200.0,-2860.839912669864
7600.0,-3050.6117787970506
8000.0,-3240.3451121303806
8400.0,-3429.477774069943
8800.0,-3618.2777740699385
9200.0,-3806.961101824705
9600.0,-3995.2533397681727
10000.0,-4174.036686477983
10400.0,-4343.679384947562
10800.0,-4506.483667957844
