energy,value
1200.0,0.0
1600.0,-191.59999999999854
2000.0,-383.2000000000007
2400.0,-574.5611786799636
2800.0,-765.7611786799644
3200.0,-956.9215578808398
3600.0,-1148.0586578330658
4000.0,-1338.8714775986737
4400.0,-1529.6394136723247
4800.0,-1720.0838581167664
5200.0,-1910.4278582831212
5600.0,-2100.6056360608964
6000.0,-2290.5926745219585
6400.0,-2480.459341188627
6800.0,-2670.2864612028316
7200.0,-2860.08456568791
7600.0,-3049.8178990212436
8000.0,-3239.102695009624
8400.0,-3427.9026950096195
8800.0,-3616.6135624305716
9200.0,-3805.2802290972395
9600.0,-3989.0565346628828
10000.0,-4166.938720473565
10400.0,-4334.001004446822
10800.0,-4498.5131458006035
