energy,value
1200.0,0.0
1600.0,-191.59999999999854
2000.0,-383.138757876608
2400.0,-574.3387578766051
2800.0,-765.525094495948
3200.0,-956.6806500515013
3600.0,-1147.646943890235
4000.0,-1338.446943890238
4400.0,-1529.0032189545236
4800.0,-1719.446928620513
5200.0,-1909.6247063982883
5600.0,-2099.7433099034315
6000.0,-2289.609976570093
6400.0,-2479.4606875728496
6800.0,-2669.282909795067
7200.0,-2859.0497232566995
7600.0,-3048.7830565900367
8000.0,-3237.6494514554506
8400.0,-3426.4311669495582
8800.0,-3615.0978336162298
9200.0,-3801.772765556947
9600.0,-3982.4019730820073
10000.0,-4160.370840212003
10400.0,-4326.943205731637
10800.0,-4491.931395995045
