energy,value
1200.0,0.0
1600.0,-192.14209833843051
2000.0,-383.74209833842906
2400.0,-575.163331375923
2800.0,-766.3633313759201
3200.0,-956.995417609447
3600.0,-1148.1509731650003
4000.0,-1339.5908051900915
4400.0,-1530.3908051900944
4800.0,-1720.8824652500916
5200.0,-1910.7449072344389
5600.0,-2100.9226850122213
6000.0,-2291.505815597593
6400.0,-2481.3724822642544
6800.0,-2671.21373096537
7200.0,-2860.49385484917
7600.0,-3050.2534614758406
8000.0,-3240.528893147588
8400.0,-3429.4134918109194
8800.0,-3617.6630696616703
9200.0,-3806.329736328342
9600.0,-3992.9377105291496
10000.0,-4166.785278356583
10400.0,-4336.827134095365
10800.0,-4501.307257979162
