energy,value
1200.0,0.0
1600.0,-177.01825350626314
2000.0,-385.99731193682237
2400.0,-571.386456201195
2800.0,-773.1107716969345
3200.0,-955.8353576801528
3600.0,-1147.8745128151422
4000.0,-1343.8297623437393
4400.0,-1545.4479827602336
4800.0,-1720.714367119821
5200.0,-1915.8560307194275
5600.0,-2103.834513697686
6000.0,-2278.447503911586
6400.0,-2481.6858869488133
6800.0,-2655.0414729341355
7200.0,-2860.5677686594136
7600.0,-3038.183743530579
8000.0,-3227.033596616442
8400.0,-3403.3445003447123
8800.0,-3634.825266372398
9200.0,-3795.5049191518556
9600.0,-4005.8126839620236
10000.0,-4181.099257222399
10400.0,-4354.259812071614
10800.0,-4516.739705185231
