energy,value
1200.0,0.0
1600.0,-191.59999999999127
2000.0,-383.17391897748894
2400.0,-574.3739189775006
2800.0,-765.5635901629066
3200.0,-956.7191457184672
3600.0,-1147.7346605109487
4000.0,-1338.5346605109444
4400.0,-1529.0946458862454
4800.0,-1719.5390903306907
5200.0,-1909.7564502693058
5600.0,-2099.925927614684
6000.0,-2289.7925942813526
6400.0,-2479.649034427326
6800.0,-2669.4712566495436
7200.0,-2859.2515450470455
7600.0,-3048.9848783803754
8000.0,-3238.0899470808654
8400.0,-3426.889947080861
8800.0,-3615.5701199333635
9200.0,-3803.410232736627
9600.0,-3978.7193238637556
10000.0,-4156.597882006259
10400.0,-4319.217445578746
10800.0,-4484.239667800968
