energy,value
1200.0,0.0
1600.0,-205.57386752769526
2000.0,-397.1738675276865
2400.0,-574.8000000000029
2800.0,-780.0718693891176
3200.0,-971.2718693891147
3600.0,-1162.4307701949729
4000.0,-1347.8806827848093
4400.0,-1538.6806827848122
4800.0,-1729.3728712171942
5200.0,-1926.3181213879798
5600.0,-2116.6453908233743
6000.0,-2306.8231686011495
6400.0,-2496.8077961821255
6800.0,-2686.674462848787
7200.0,-2876.5058165046503
7600.0,-3066.328038726868
8000.0,-3249.5665391466828
8400.0,-3439.160037347923
8800.0,-3633.6338594893605
9200.0,-3822.3750400552453
9600.0,-4011.041706721917
10000.0,-4191.831655146532
10400.0,-4360.90324930122
10800.0,-4526.752455108355
