energy,value
1200.0,0.0
1600.0,-187.76736791057556
2000.0,-379.5359610489395
2400.0,-567.4857400652108
2800.0,-757.885135742592
3200.0,-946.7479605924455
3600.0,-1133.7244367676649
4000.0,-1317.3524712050275
4400.0,-1482.3746934272494
4800.0,-1646.7801027240275
5200.0,-1807.6182539021174
5600.0,-1967.0974651031793
6000.0,-2126.0293993022024
6400.0,-2284.4517418816213
6800.0,-2442.671741881619
7200.0,-2600.8400533514578
7600.0,-2758.9354825504815
8000.0,-2916.902056309682
8400.0,-3074.5582276613677
8800.0,-3232.0741141295075
9200.0,-3389.4993102363533
9600.0,-3546.830824902341
10000.0,-3704.0406801500103
10400.0,-3861.175101634206
10800.0,-4018.2010627432574
