energy,value
1200.0,0.0
1600.0,-189.78170795926417
2000.0,-379.5150412925941
2400.0,-568.6107805807042
2800.0,-757.4078395012657
3200.0,-946.0745061679336
3600.0,-1128.582385601374
4000.0,-1294.4458731270533
4400.0,-1459.4680953492789
4800.0,-1620.4558595124035
5200.0,-1779.9336553021494
5600.0,-1938.815134447981
6000.0,-2097.222475294766
6400.0,-2255.4424752947652
6800.0,-2413.609002692303
7200.0,-2571.6718399693327
7600.0,-2729.5379163499783
8000.0,-2887.139355729414
8400.0,-3044.6161674607065
8800.0,-3202.00953824506
9200.0,-3359.3066528811833
9600.0,-3516.5004202370674
10000.0,-3673.6040667928883
10400.0,-3830.6138856335565
10800.0,-3987.542441551879
