energy,value
1200.0,0.0
1600.0,-188.68247353059996
2000.0,-376.6998547037583
2400.0,-550.6843604670212
2800.0,-722.5983078262216
3200.0,-888.0583726055847
3600.0,-1053.0795902695318
4000.0,-1213.4278452320577
4400.0,-1372.7393405624716
4800.0,-1531.5736682795578
5200.0,-1689.9517287108647
5600.0,-1848.170008277808
6000.0,-2006.318008277809
6400.0,-2164.368435387256
6800.0,-2322.1670717779525
7200.0,-2479.7383399612845
7600.0,-2637.2004858369364
8000.0,-2794.55648583694
8400.0,-2951.803361343922
8800.0,-3108.9656902391616
9200.0,-3266.0490050172557
9600.0,-3423.009005017255
10000.0,-3579.88799045041
10400.0,-3736.722120683131
10800.0,-3893.5062637758674
