energy,value
1200.0,0.0
1600.0,-201.72142453692868
2000.0,-394.5824096646684
2400.0,-580.0204363542216
2800.0,-770.1872361189053
3200.0,-963.8773227394959
3600.0,-1149.579093097731
4000.0,-1333.2245702613072
4400.0,-1513.9443630528367
4800.0,-1672.0788907783935
5200.0,-1836.6030118389135
5600.0,-1995.890420600408
6000.0,-2158.9043171489247
6400.0,-2317.2785177625738
6800.0,-2475.494351619982
7200.0,-2629.48646427898
7600.0,-2787.5100546981193
8000.0,-2945.392016136695
8400.0,-3102.963989844913
8800.0,-3260.434825495802
9200.0,-3417.8381360125168
9600.0,-3575.15076924823
10000.0,-3732.349812360706
10400.0,-3889.4534189563965
10800.0,-4046.470416455577
