energy,value
1200.0,0.0
1600.0,-189.76198846646366
2000.0,-379.49532179979724
2400.0,-568.3924454122716
2800.0,-757.1841626036385
3200.0,-945.8508292703027
3600.0,-1133.0399523739325
4000.0,-1307.0296208986692
4400.0,-1472.2419788300576
4800.0,-1637.2613268678451
5200.0,-1797.0697254840325
5600.0,-1956.4346138426808
6000.0,-2115.2238049309653
6400.0,-2273.599269280474
6800.0,-2431.816204027533
7200.0,-2589.964204027534
7600.0,-2747.9863852172075
8000.0,-2905.767768639231
8400.0,-3063.3221908521664
8800.0,-3220.77766397937
9200.0,-3378.1336639793717
9600.0,-3535.3680810989736
10000.0,-3692.502185188674
10400.0,-3849.5129535693904
10800.0,-4006.426591055997
