energy,value
1200.0,0.0
1600.0,-160.2468645247718
2000.0,-382.0079367464132
2400.0,-564.2290253107058
2800.0,-767.2705744285631
3200.0,-959.0220954525648
3600.0,-1150.1337616955934
4000.0,-1342.0206383226614
4400.0,-1531.8374858477473
4800.0,-1728.7399856735137
5200.0,-1915.3548076549996
5600.0,-2104.876931412138
6000.0,-2295.613556591161
6400.0,-2491.3474543899283
6800.0,-2681.2141210565896
7200.0,-2855.004095155542
7600.0,-3044.808525033637
8000.0,-3250.576236514433
8400.0,-3439.9949702831873
8800.0,-3623.6850008470574
9200.0,-3812.412166782531
9600.0,-3989.9237014766404
10000.0,-4173.9649132294
10400.0,-4342.0841714872295
10800.0,-4507.106393709444
