energy,value
1200.0,0.0
1600.0,-191.60000000000582
2000.0,-383.2000000000007
2400.0,-574.7860315030375
2800.0,-765.9860315030382
3200.0,-957.1718299739332
3600.0,-1148.3273855294865
4000.0,-1339.266651074413
4400.0,-1530.0666510744086
4800.0,-1720.5942931659993
5200.0,-1911.0387376104445
5600.0,-2101.235213290249
6000.0,-2291.3461942315007
6400.0,-2481.2128608981693
6800.0,-2671.062702612395
7200.0,-2860.8849248346196
7600.0,-3050.6618763608494
8000.0,-3240.395209694183
8400.0,-3429.5144210529397
8800.0,-3618.314421052939
9200.0,-3806.991980990617
9600.0,-3994.7354610588773
10000.0,-4172.157247817795
10400.0,-4339.042526508038
10800.0,-4504.1843002472015
