energy,value
1200.0,0.0
1600.0,-191.60000000000582
2000.0,-383.20000000000437
2400.0,-574.7215695439372
2800.0,-765.9215695439343
3200.0,-957.105397242427
3600.0,-1148.2609527979803
4000.0,-1339.225901497026
4400.0,-1530.0259014970288
4800.0,-1720.5764045360775
5200.0,-1911.0208489805227
5600.0,-2101.240286370914
6000.0,-2291.3964729745276
6400.0,-2481.263139641196
6800.0,-2671.119994733017
7200.0,-2860.9422169552417
7600.0,-3050.7310033416725
8000.0,-3240.4643366750097
8400.0,-3429.6798665658353
8800.0,-3618.479866565831
9200.0,-3807.1878515288117
9600.0,-3995.8545181954833
10000.0,-4177.610925081084
10400.0,-4348.4007053802125
10800.0,-4513.983814634521
