energy,value
1200.0,0.0
1600.0,-221.3020191324831
2000.0,-413.64962716028094
2400.0,-600.793841309729
2800.0,-796.9960174014923
3200.0,-955.5861871174784
3600.0,-1147.699153626978
4000.0,-1363.8612761388067
4400.0,-1560.9101008812286
4800.0,-1751.0221955487214
5200.0,-1941.9043737747197
5600.0,-2102.172663019526
6000.0,-2323.330350165539
6400.0,-2513.846752383637
6800.0,-2703.5184850427686
7200.0,-2862.517117119758
7600.0,-3052.2931195783312
8000.0,-3241.676303270302
8400.0,-3431.821219988451
8800.0,-3651.78816731798
9200.0,-3840.6095471523513
9600.0,-4029.276213819023
10000.0,-4214.063755551659
10400.0,-4381.917657218393
10800.0,-4546.563887107106
