energy,value
1200.0,0.0
1600.0,-199.30376142638124
2000.0,-390.9037614263725
2400.0,-584.6165234588043
2800.0,-775.8165234588014
3200.0,-956.995417609447
3600.0,-1148.1509731650003
4000.0,-1349.0439972729582
4400.0,-1539.8439972729611
4800.0,-1730.335657332973
5200.0,-1905.5002438652227
5600.0,-2095.678021642998
6000.0,-2300.959007680467
6400.0,-2490.8256743471284
6800.0,-2680.666923048244
7200.0,-2855.2491914799393
7600.0,-3045.00879810661
8000.0,-3249.9820852304692
8400.0,-3438.8666838938007
8800.0,-3617.663069661663
9200.0,-3806.3297363283345
9600.0,-4002.3674404455305
10000.0,-4176.124278682124
10400.0,-4343.903133400912
10800.0,-4500.313599687681
