energy,value
1200.0,0.0
1600.0,-191.59999999999854
2000.0,-383.1999999999971
2400.0,-574.745035934815
2800.0,-765.945035934812
3200.0,-957.1267902435429
3600.0,-1148.2823457991035
4000.0,-1339.237237037829
4400.0,-1530.0372370378318
4800.0,-1720.5256295965592
5200.0,-1910.927921755887
5600.0,-2101.105699533662
6000.0,-2291.1790436200536
6400.0,-2481.045710286722
6800.0,-2670.889699082807
7200.0,-2860.711921305032
7600.0,-3050.469310150831
8000.0,-3240.202643484161
8400.0,-3429.0671440795777
8800.0,-3617.8547771949306
9200.0,-3806.521443861602
9600.0,-3993.144208873673
10000.0,-4168.331649419371
10400.0,-4339.362879594533
10800.0,-4505.420982112024
