energy,value
1200.0,0.0
1600.0,-191.60000000000582
2000.0,-383.1999999999971
2400.0,-574.8000000000029
2800.0,-771.0837063978543
3200.0,-962.2837063978513
3600.0,-1153.4517045775792
4000.0,-1339.7237951015268
4400.0,-1530.5776391815307
4800.0,-1721.3776391815336
5200.0,-1911.8280122959695
5600.0,-2102.2395556962438
6000.0,-2292.4173334740262
6400.0,-2482.4934808845865
6800.0,-2672.360147551248
7200.0,-2862.203696212913
7600.0,-3052.0259184351307
8000.0,-3241.78746596181
8400.0,-3431.5207992951327
8800.0,-3620.374247911808
9200.0,-3809.1491005251373
9600.0,-3997.8157671918016
10000.0,-4182.356523204544
10400.0,-4350.710198264242
10800.0,-4515.7324204864635
