energy,value
1200.0,0.0
1600.0,-191.59999999999854
2000.0,-383.20000000000437
2400.0,-574.4684450300047
2800.0,-765.667828717771
3200.0,-956.8233842733316
3600.0,-1147.884466690004
4000.0,-1338.6844666899924
4400.0,-1529.297237826664
4800.0,-1719.7416822711093
5200.0,-1909.9958680105556
5600.0,-2100.1736457883308
6000.0,-2290.078544761389
6400.0,-2479.940090354583
6800.0,-2669.7623125768077
7200.0,-2859.5536907823625
7600.0,-3049.2870241156998
8000.0,-3238.5719405727796
8400.0,-3427.3719405727825
8800.0,-3616.075235874443
9200.0,-3804.7419025411145
9600.0,-3981.492781521978
10000.0,-4154.348824150809
10400.0,-4323.062090821077
10800.0,-4488.084313043306
