energy,value
1200.0,0.0
1600.0,-188.66666666666788
2000.0,-370.55015014430137
2400.0,-543.8868916220072
2800.0,-708.9834140665662
3200.0,-874.0056362887881
3600.0,-1035.3680509110327
4000.0,-1194.8889525542709
4400.0,-1353.8981069894453
4800.0,-1512.323685290923
5200.0,-1670.5436852909243
5600.0,-1828.705567058083
6000.0,-1986.7598266409732
6400.0,-2144.564476147494
6800.0,-2302.118202058955
7200.0,-2459.5530240750522
7600.0,-2616.8968591365137
8000.0,-2774.1088591365133
8400.0,-2931.2226276826095
8800.0,-3088.2236947440724
9200.0,-3245.1258759112407
9600.0,-3401.9606827169628
10000.0,-3558.7425503841296
10400.0,-3715.4263055561987
10800.0,-3871.9542556718407
