energy,value
1200.0,0.0
1600.0,-189.8222222222248
2000.0,-379.623759658105
2400.0,-569.3570929914385
2800.0,-758.6706864015359
3200.0,-947.4706864015388
3600.0,-1136.1718805686905
4000.0,-1324.6559777222901
4400.0,-1500.8881268226942
4800.0,-1668.164341264037
5200.0,-1833.1865634862588
5600.0,-1995.7912480831546
6000.0,-2155.4370642637514
6400.0,-2314.6220206687503
6800.0,-2473.058020668752
7200.0,-2631.354613880303
7600.0,-2789.556129312761
8000.0,-2947.6880745691888
8400.0,-3105.6920745691896
8800.0,-3263.381468741154
9200.0,-3420.920159915757
9600.0,-3578.3626715971222
10000.0,-3735.718671597122
10400.0,-3892.964430339507
10800.0,-4050.1275094625416
