energy,value
1200.0,0.0
1600.0,-195.70491139937803
2000.0,-355.9307758787254
2400.0,-575.9515422362165
2800.0,-741.7868703389104
3200.0,-957.3109718172127
3600.0,-1146.577471786848
4000.0,-1336.9916469201344
4400.0,-1534.5355135959762
4800.0,-1717.3196037513844
5200.0,-1913.9253061446288
5600.0,-2089.2180073596974
6000.0,-2288.779711946896
6400.0,-2461.200866380408
6800.0,-2662.9661335610217
7200.0,-2847.6084292477317
7600.0,-3058.2424152966414
8000.0,-3238.602034282325
8400.0,-3401.378643502474
8800.0,-3620.0846987697296
9200.0,-3810.2835010589333
9600.0,-3996.044290435886
10000.0,-4181.0570531354315
10400.0,-4321.338606492456
10800.0,-4514.616641638902
