energy,value
1200.0,0.0
1600.0,-189.44650212238048
2000.0,-381.9524094919834
2400.0,-571.7746317142064
2800.0,-761.5174187466018
3200.0,-951.231249171773
3600.0,-1140.0312491717723
4000.0,-1328.8076653070311
4400.0,-1517.4743319737008
4800.0,-1703.6127923101394
5200.0,-1876.4636490621542
5600.0,-2041.485871284378
6000.0,-2204.331051027073
6400.0,-2364.1211604687396
6800.0,-2523.3131604687387
7200.0,-2681.9199073095715
7600.0,-2840.223618886239
8000.0,-2998.4236998067954
8400.0,-3156.5546369620315
8800.0,-3314.555467669097
9200.0,-3472.170414637252
9600.0,-3629.6756635854254
10000.0,-3787.0903094562
10400.0,-3944.4155936615152
10800.0,-4101.606075139669
