energy,value
1200.0,0.0
1600.0,-191.59999999999127
2000.0,-383.1999999999898
2400.0,-574.7999999999956
2800.0,-766.0400970474948
3200.0,-957.2326588161086
3600.0,-1148.388214371662
4000.0,-1339.422864298329
4400.0,-1530.2228642983246
4800.0,-1720.8491722183244
5200.0,-1911.293616662777
5600.0,-2101.5463882138865
6000.0,-2291.7056328383333
6400.0,-2481.5722995049946
6800.0,-2671.421776383606
7200.0,-2861.2439986058307
7600.0,-3051.001671279162
8000.0,-3240.735004612492
8400.0,-3429.6332380158274
8800.0,-3618.421721779996
9200.0,-3807.0883884466602
9600.0,-3991.9632166575757
10000.0,-4166.762628194258
10400.0,-4338.358143219099
10800.0,-4507.315279614188
