energy,value
1200.0,0.0
1600.0,-193.11630497477017
2000.0,-384.9185094263812
2400.0,-576.2761823874971
2800.0,-765.062963908953
3200.0,-957.4878357267153
3600.0,-1149.6621079166653
4000.0,-1339.6354931288952
4400.0,-1531.4798195740368
4800.0,-1721.8005495513353
5200.0,-1912.3524447115778
5600.0,-2102.530222489353
6000.0,-2292.5194117436404
6400.0,-2482.386078410309
6800.0,-2672.213682698086
7200.0,-2862.012755730306
7600.0,-3051.746089063643
8000.0,-3241.0998301723157
8400.0,-3429.8998301723186
8800.0,-3618.6413174502886
9200.0,-3807.307984116953
9600.0,-3993.4550813155074
10000.0,-4171.67942547243
10400.0,-4341.330241255346
10800.0,-4506.121720595933
