energy,value
1200.0,0.0
1600.0,-191.59999999999854
2000.0,-383.20000000000437
2400.0,-574.4512572866079
2800.0,-765.6425563717858
3200.0,-956.798111927339
3600.0,-1147.8308334711037
4000.0,-1338.6308334711066
4400.0,-1529.1675621153918
4800.0,-1719.5763124663863
5200.0,-1909.7540902441615
5600.0,-2099.8094661073483
6000.0,-2289.676132774017
6400.0,-2479.5109873306646
6800.0,-2669.3235439589625
7200.0,-2859.0568772922925
7600.0,-3048.422433407708
8000.0,-3237.222433407711
8400.0,-3425.949082816842
8800.0,-3614.615749483506
9200.0,-3801.170608463057
9600.0,-3982.846406976758
10000.0,-4160.244170571095
10400.0,-4328.354580952771
10800.0,-4493.294403714135
