energy,value
1200.0,0.0
1600.0,-189.73333333333358
2000.0,-378.53753230820075
2400.0,-567.3126634134205
2800.0,-755.9793300800848
3200.0,-943.1287333474102
3600.0,-1116.5446200583428
4000.0,-1282.6417613640551
4400.0,-1447.6639835862807
4800.0,-1611.4520921182739
5200.0,-1771.256092118274
5600.0,-1930.5339303741093
6000.0,-2089.4217812141105
6400.0,-2247.8490081674427
6800.0,-2406.069008167444
7200.0,-2564.231819151886
7600.0,-2722.331664560774
8000.0,-2880.308484153553
8400.0,-3037.9164841535494
8800.0,-3195.4243404118824
9200.0,-3352.875436753133
9600.0,-3510.2314367531326
10000.0,-3667.5020996347994
10400.0,-3824.711646296051
10800.0,-3981.8156462960505
