energy,value
1200.0,0.0
1600.0,-188.79999999999927
2000.0,-377.5692978898114
2400.0,-566.2359645564793
2800.0,-752.5904297732923
3200.0,-930.6250212200939
3600.0,-1096.5525345208007
4000.0,-1261.5747567430226
4400.0,-1423.5293051731423
4800.0,-1583.245112009863
5200.0,-1742.4371120098622
5600.0,-1901.2953253097148
6000.0,-2059.7313253097163
6400.0,-2218.013915589956
6800.0,-2376.2328323838847
7200.0,-2534.3808323838857
7600.0,-2692.4720566858705
8000.0,-2850.4760566858677
8400.0,-3008.218061859934
8800.0,-3165.8260618599343
9200.0,-3323.309493111923
9600.0,-3480.761236765673
10000.0,-3638.1172367656727
10400.0,-3795.413106001779
10800.0,-3952.6251060017785
