energy,value
1200.0,0.0
1600.0,-189.82222222222117
2000.0,-379.701838727382
2400.0,-569.2290180052951
2800.0,-753.4105589761057
3200.0,-948.8061780539392
3600.0,-1114.6501415791427
4000.0,-1278.9652888567653
4400.0,-1438.467516369623
4800.0,-1597.4558751731602
5200.0,-1756.0619815532264
5600.0,-1914.3721213410863
6000.0,-2072.52952144765
6400.0,-2230.553857222072
6800.0,-2388.460477528668
7200.0,-2546.2191848722578
7600.0,-2703.748157168244
8000.0,-2861.1404878685153
8400.0,-3018.4506349317817
8800.0,-3175.6728465232773
9200.0,-3332.796234266287
9600.0,-3489.8275138387708
10000.0,-3646.7710567776157
10400.0,-3803.6249108009815
10800.0,-3960.1646911006956
