energy,value
1200.0,0.0
1600.0,-189.73333333332994
2000.0,-378.62068776771775
2400.0,-567.4052757030513
2800.0,-756.0719423697119
3200.0,-943.0175623961986
3600.0,-1118.1877008724805
4000.0,-1283.918617329371
4400.0,-1448.9408395515966
4800.0,-1610.9459931545643
5200.0,-1770.7499931545644
5600.0,-1929.9965701301917
6000.0,-2089.1885701301944
6400.0,-2247.6458255846483
6800.0,-2406.08182558465
7200.0,-2564.311852610568
7600.0,-2722.5318526105693
8000.0,-2880.682028858624
8400.0,-3038.8110318561667
8800.0,-3196.815031856164
9200.0,-3354.753485315232
9600.0,-3512.361485315232
10000.0,-3669.948494656106
10400.0,-3827.412494656106
10800.0,-3984.8729718631876
