energy,value
1200.0,0.0
1600.0,-159.49581099937495
2000.0,-350.88349542874494
2400.0,-545.9831893226001
2800.0,-737.1516697156549
3200.0,-956.4631021419118
3600.0,-1147.2631021419147
4000.0,-1337.9414928136757
4400.0,-1528.385937258121
4800.0,-1718.6732648092293
5200.0,-1908.8510425870045
5600.0,-2098.7668118503134
6000.0,-2288.6326757475326
6400.0,-2478.4548979697574
6800.0,-2668.2553991067034
7200.0,-2857.9887324400333
7600.0,-3048.4582084764916
8000.0,-3237.25820847648
8400.0,-3425.9737047044036
8800.0,-3614.640371371068
9200.0,-3798.823922651245
9600.0,-3974.7155582591076
10000.0,-4144.390117376097
10400.0,-4280.435769603275
10800.0,-4473.980296117195
