energy,value
1200.0,0.0
1600.0,-173.24570042298
2000.0,-384.444048002777
2400.0,-562.8881080529682
2800.0,-766.8056960680115
3200.0,-939.3025118885707
3600.0,-1147.758534876797
4000.0,-1332.9160067284101
4400.0,-1533.2937525256348
4800.0,-1720.8841785560362
5200.0,-1878.7175385254377
5600.0,-2096.1772431496793
6000.0,-2259.754576362917
6400.0,-2468.328334660546
6800.0,-2645.094568115448
7200.0,-2848.853018358939
7600.0,-3031.774434028761
8000.0,-3233.5284316307443
8400.0,-3424.6217979179128
8800.0,-3615.6341665296713
9200.0,-3790.7903943566853
9600.0,-3985.7053660386446
10000.0,-4181.194410138094
10400.0,-4336.92299359911
10800.0,-4511.633964836408
