energy,value
1200.0,0.0
1600.0,-190.65397874959308
2000.0,-381.72100640919234
2400.0,-572.010497264404
2800.0,-756.687392147076
3200.0,-955.9189707783516
3600.0,-1116.3230836757284
4000.0,-1334.756747132058
4400.0,-1522.1249266731538
4800.0,-1720.5563775007176
5200.0,-1912.3170907857202
5600.0,-2092.6786051933814
6000.0,-2269.320592238524
6400.0,-2470.544711363131
6800.0,-2671.9821788045083
7200.0,-2853.1353590347935
7600.0,-3040.8376735805796
8000.0,-3213.9098497849773
8400.0,-3409.991790418564
8800.0,-3619.9017965412786
9200.0,-3800.699442300058
9600.0,-3995.44010012161
10000.0,-4180.4593413839175
10400.0,-4351.607797566736
10800.0,-4516.4956852013565
